,Trimestre,Poblacion_ocupada_en_la_industria_manufacturera,Tasa_de_ocupaci n_en_la_industria_manufacturera
419,3,184412,23.704134070000000000000
420,3,49692,6.6640113610000000000000
421,3,93631,18.738867470000000000000
422,3,93934,15.217651920000000000000
423,3,62580,18.068167050000000000000
424,3,372446,20.962430440000000000000
425,3,252042,22.579573010000000000000
426,3,729210,19.923558190000000000000
427,3,422547,19.589496190000000000000
428,3,134366,13.248119010000000000000
429,3,81420,12.776193790000000000000
430,3,48129,11.179609160000000000000
431,3,33607,12.700242240000000000000
432,3,20493,7.7660594440000000000000
433,3,16167,10.13681280000000000000
434,3,329492,26.295388580000000000000
435,3,136750,19.580609830000000000000
436,3,59280,6.636900630000000000000
437,3,114609,19.055671110000000000000
438,3,239606,17.709068580000000000000
439,3,222038,24.375458330000000000000
440,3,93856,23.359466390000000000000
441,3,61998,23.627016460000000000000
442,3,21897,6.1849293010000000000000
443,3,19187,9.0933649290000000000000
444,3,98728,16.142893580000000000000
445,3,61108,17.829206310000000000000
446,3,71925,10.098209210000000000000
447,3,55038,13.764627320000000000000
448,3,104704,17.152667650000000000000
449,3,78662,21.173759850000000000000
450,3,34125,6.3015084840000000000000
451,3,14922,6.4274638180000000000000
452,3,169466,20.963240790000000000000
453,3,118622,23.769705060000000000000
454,3,61480,22.428542760000000000000
455,3,45563,27.908415460000000000000
456,3,157356,8.3564430050000000000000
457,3,108255,11.144087160000000000000
458,3,91405,18.090220530000000000000
459,3,84591,26.024316560000000000000
460,3,30135,8.6459176120000000000000
461,3,17410,8.6084135990000000000000
462,4,4492267,16.335831790000000000000
463,4,2900336,17.638579690000000000000
464,4,60166,22.54953770000000000000
465,4,33263,19.927748950000000000000
466,4,170206,21.796635090000000000000
467,4,110827,23.864659190000000000000
468,4,10421,6.1793255580000000000000
469,4,5652,6.5860309030000000000000
470,4,16845,7.8035605920000000000000
471,4,15611,13.54521870000000000000
472,4,176022,25.387178190000000000000
473,4,77993,20.69861440000000000000
474,4,14204,8.72331540000000000000
475,4,8605,7.9828931380000000000000
476,4,70676,6.0969423850000000000000
477,4,64787,14.185619290000000000000
478,4,206223,23.301138710000000000000
479,4,122895,26.390779820000000000000
480,4,330064,14.392258640000000000000
481,4,213104,12.250440050000000000000
482,4,61022,16.023843290000000000000
483,4,25569,12.955775350000000000000
484,4,300104,23.602266610000000000000
485,4,168581,22.362790280000000000000
486,4,52095,6.868686070000000000000
487,4,73464,15.254659620000000000000
488,4,99407,16.375368170000000000000
489,4,58022,17.408706450000000000000
490,4,382968,21.379631830000000000000
491,4,245269,21.792797430000000000000
492,4,744315,20.002015480000000000000
493,4,418440,19.164702210000000000000
494,4,137799,13.511096730000000000000
495,4,94479,14.485001240000000000000
496,4,47864,11.329374140000000000000
497,4,36745,13.096180030000000000000
498,4,21979,8.1518131010000000000000
499,4,14512,8.8796969940000000000000
500,4,326821,26.046577980000000000000
501,4,131866,18.975490990000000000000
502,4,52730,5.9782953750000000000000
503,4,103840,17.931117850000000000000
504,4,253502,18.707419740000000000000
505,4,229557,25.287122080000000000000
506,4,93728,22.965006590000000000000
507,4,60317,22.597576780000000000000
508,4,22082,6.1673467450000000000000
509,4,17619,8.4327661710000000000000
510,4,95908,15.720587010000000000000
511,4,63918,17.007066990000000000000
512,4,68797,9.4370447590000000000000
513,4,49790,12.268200250000000000000
514,4,109047,17.356654440000000000000
515,4,78740,20.66135220000000000000
516,4,38960,7.1420322160000000000000
517,4,13853,5.6644354580000000000000
518,4,162160,19.717395350000000000000
519,4,100878,20.151861110000000000000
520,4,65152,23.708188990000000000000
521,4,47925,28.545306180000000000000
522,4,179901,9.5395331650000000000000
523,4,113710,11.173409430000000000000
524,4,91221,17.726652650000000000000
525,4,83642,25.843908260000000000000
526,4,29878,8.239252130000000000000
527,4,16863,7.7285143360000000000000
528,1,4495811,16.476276320000000000000
529,1,2798066,17.229944690000000000000
530,1,59177,22.492892220000000000000
531,1,31485,19.402249270000000000000
532,1,160967,20.523573160000000000000
533,1,112553,24.979914510000000000000
534,1,11281,6.7603118580000000000000
535,1,6298,7.2150303590000000000000
536,1,16030,7.6126342180000000000000
537,1,14502,12.613725320000000000000
538,1,186864,27.191885970000000000000
539,1,70711,19.388068460000000000000
540,1,13852,8.5535212570000000000000
541,1,8002,7.3687990940000000000000
542,1,75422,6.5433679670000000000000
543,1,62521,13.606607330000000000000
544,1,177142,20.009533620000000000000
545,1,118215,24.787020130000000000000
546,1,363088,15.709879860000000000000
547,1,204093,11.829887230000000000000
548,1,71936,18.587057070000000000000
549,1,27817,14.511299380000000000000
550,1,313340,25.287933310000000000000
551,1,159639,21.99105420000000000000
552,1,46498,6.3413396760000000000000
553,1,76590,16.443738330000000000000
554,1,98093,16.133345610000000000000
555,1,67130,18.726027590000000000000
556,1,398528,22.117380930000000000000
557,1,218348,19.470914190000000000000
558,1,721574,19.76918860000000000000
559,1,410475,19.275751130000000000000
560,1,124967,12.389911350000000000000
561,1,86614,14.129434720000000000000
562,1,48968,11.605689080000000000000
563,1,33248,12.078586380000000000000
564,1,21860,8.1241591530000000000000
565,1,15257,9.3129295720000000000000
566,1,320435,25.452256420000000000000
567,1,132331,18.812836930000000000000
568,1,69830,8.1331682550000000000000
569,1,101571,18.708522360000000000000
570,1,237296,17.433698670000000000000
571,1,202179,22.722920160000000000000
572,1,92288,22.506139390000000000000
573,1,57489,21.311639490000000000000
574,1,22961,6.380217740000000000000
575,1,15785,7.147352740000000000000
576,1,102756,16.928138280000000000000
577,1,57955,16.377853510000000000000
578,1,69158,9.5726907430000000000000
579,1,42373,10.226057830000000000000
580,1,95798,15.451888460000000000000
581,1,74615,19.48752370000000000000
582,1,40692,7.3912214260000000000000
583,1,20020,7.4374577420000000000000
584,1,142883,17.756102290000000000000
585,1,101217,20.793513180000000000000
586,1,63153,23.279208210000000000000
587,1,44904,27.403379650000000000000
588,1,213510,11.360909340000000000000
589,1,116977,11.522545780000000000000
590,1,84892,16.614541540000000000000
591,1,89112,26.886557630000000000000
592,1,30572,9.2727846260000000000000
593,1,18040,9.0027597150000000000000
594,2,4464018,16.203643850000000000000
595,2,2779458,16.843711630000000000000
596,2,62162,23.067217850000000000000
597,2,30635,18.771791150000000000000
598,2,155783,19.579140790000000000000
599,2,119689,24.618906670000000000000
600,2,11257,6.6831712560000000000000
601,2,4867,5.6547653630000000000000
602,2,17431,8.1026556410000000000000
603,2,15002,13.119944030000000000000
604,2,191347,27.307549050000000000000
605,2,75492,20.543941480000000000000
606,2,14819,9.0638857460000000000000
607,2,6982,6.6256085180000000000000
608,2,74406,6.3684629020000000000000
609,2,70981,14.800412020000000000000
610,2,197734,21.171570520000000000000
611,2,124172,26.218141050000000000000
612,2,340274,14.86483240000000000000
613,2,188361,11.212498210000000000000
614,2,62219,15.840875820000000000000
615,2,26337,13.627896390000000000000
616,2,318934,25.251318450000000000000
617,2,175219,22.672532590000000000000
618,2,46167,6.2389524040000000000000
619,2,77563,15.693737110000000000000
620,2,100438,16.245268980000000000000
621,2,53903,15.77924340000000000000
622,2,389908,21.295951390000000000000
623,2,199076,17.089814320000000000000
624,2,683291,18.517009970000000000000
625,2,388546,18.52386340000000000000
626,2,140514,13.774396880000000000000
627,2,89832,14.42660230000000000000
628,2,47751,11.196092820000000000000
629,2,34190,11.640932230000000000000
630,2,22207,8.3370875940000000000000
631,2,16830,10.063562490000000000000
632,2,320438,25.640845090000000000000
633,2,128346,17.96033630000000000000
634,2,63480,7.1894780830000000000000
635,2,110229,18.711487730000000000000
636,2,222215,16.325317670000000000000
637,2,206724,22.175571090000000000000
638,2,95833,23.422861930000000000000
639,2,59578,22.152319970000000000000
640,2,25593,6.9317147690000000000000
641,2,12839,5.7999756060000000000000
642,2,106234,17.503270520000000000000
643,2,55804,15.825355050000000000000
644,2,72206,9.9234228290000000000000
645,2,47701,11.539708340000000000000
646,2,93515,15.168398990000000000000
647,2,75936,20.360251180000000000000
648,2,35403,6.625234390000000000000
649,2,21977,8.2177284860000000000000
650,2,146677,17.833416820000000000000
651,2,103801,19.597370430000000000000
652,2,60156,22.217297850000000000000
653,2,46190,28.355863320000000000000
654,2,223249,11.778904880000000000000
655,2,112243,10.769348860000000000000
656,2,88480,17.407488290000000000000
657,2,85482,25.920366780000000000000
658,2,33897,9.8935546110000000000000
659,2,14931,7.4454345540000000000000
660,3,4456615,16.146959810000000000000
661,3,2810278,17.030413860000000000000
662,3,60566,22.554061450000000000000
663,3,31963,19.784715950000000000000
664,3,161347,20.226602330000000000000
665,3,116416,25.135755450000000000000
666,3,11527,6.6408950550000000000000
667,3,4278,4.5650503670000000000000
668,3,16648,7.6933741230000000000000
669,3,13920,12.679789760000000000000
670,3,180216,25.816950860000000000000
671,3,72960,19.878484050000000000000
672,3,14131,8.4657828050000000000000
673,3,7958,7.2921534670000000000000
674,3,69067,5.9177950270000000000000
675,3,58908,12.415092510000000000000
676,3,202460,21.96781540000000000000
677,3,117586,25.7028130000000000000
678,3,363864,15.755876240000000000000
679,3,194301,11.427870690000000000000
680,3,51151,12.588257590000000000000
681,3,26841,13.667053650000000000000
682,3,317403,25.252784030000000000000
683,3,171940,22.675898450000000000000
684,3,39606,5.1062151020000000000000
685,3,91428,17.436578140000000000000
686,3,88221,15.04225150000000000000
687,3,60084,15.742931480000000000000
688,3,393227,21.081969020000000000000
689,3,202448,17.117674710000000000000
690,3,731742,19.923789140000000000000
691,3,397032,19.350084510000000000000
692,3,119752,11.938941430000000000000
693,3,77816,12.508217880000000000000
694,3,42651,9.9043492190000000000000
695,3,28977,10.294880450000000000000
696,3,22931,8.6196397430000000000000
697,3,16092,9.8599920350000000000000
698,3,298588,23.905839550000000000000
699,3,129662,18.29265540000000000000
700,3,61890,7.0231859320000000000000
701,3,109587,18.280983350000000000000
702,3,231978,17.36251810000000000000
703,3,205195,21.668676590000000000000
704,3,97600,23.357161150000000000000
705,3,60652,22.578687760000000000000
706,3,24533,6.7145081880000000000000
707,3,16604,7.4301133490000000000000
708,3,104334,16.514868030000000000000
709,3,70253,18.387035140000000000000
710,3,76462,10.871302280000000000000
711,3,55438,13.469589070000000000000
712,3,100180,15.841264770000000000000
713,3,88374,22.758796520000000000000
714,3,35880,6.646081350000000000000
715,3,20802,7.7104128750000000000000
716,3,146103,17.652410510000000000000
717,3,104427,21.175289720000000000000
718,3,63823,23.193351210000000000000
719,3,45787,27.00039510000000000000
720,3,216615,11.480798550000000000000
721,3,111438,11.010626470000000000000
722,3,83390,16.582287040000000000000
723,3,84159,26.133657110000000000000
724,3,28729,7.7934302870000000000000
725,3,16952,8.1876316150000000000000
726,4,4548965,16.195532890000000000000
727,4,2871948,16.737947990000000000000
728,4,64367,23.2025060000000000000
729,4,31806,19.385509930000000000000
730,4,161322,19.663271260000000000000
731,4,124058,24.966090170000000000000
732,4,9252,5.2687327020000000000000
733,4,5501,5.456421040000000000000
734,4,16348,7.408515170000000000000
735,4,15728,13.507037780000000000000
736,4,185427,25.452211990000000000000
737,4,67596,16.856185290000000000000
738,4,16652,9.7084888060000000000000
739,4,8032,7.1118666880000000000000
740,4,59251,4.9933507390000000000000
741,4,71461,13.714490790000000000000
742,4,201429,21.245140370000000000000
743,4,117846,24.429205760000000000000
744,4,359835,15.621133620000000000000
745,4,214254,12.289906750000000000000
746,4,64363,15.301244060000000000000
747,4,31958,15.4253830000000000000
748,4,339749,26.383169390000000000000
749,4,191972,24.619054340000000000000
750,4,48692,6.1594977480000000000000
751,4,74162,13.715974540000000000000
752,4,94954,15.530102920000000000000
753,4,53549,13.758806570000000000000
754,4,391374,20.678144490000000000000
755,4,192596,16.088547320000000000000
756,4,709058,19.112199110000000000000
757,4,403019,18.784473480000000000000
758,4,155320,14.962929850000000000000
759,4,71961,11.018930680000000000000
760,4,51177,11.790875940000000000000
761,4,29800,9.7443577550000000000000
762,4,22859,8.3692134210000000000000
763,4,18371,10.354934530000000000000
764,4,313202,24.400831740000000000000
765,4,128786,17.622967080000000000000
766,4,61883,7.0423224430000000000000
767,4,116257,19.155968810000000000000
768,4,231188,17.070084010000000000000
769,4,227588,23.957690760000000000000
770,4,93731,21.739009430000000000000
771,4,63481,22.591907190000000000000
772,4,23871,6.4004697590000000000000
773,4,16319,6.9779573690000000000000
774,4,111207,17.521273930000000000000
775,4,68546,18.186979960000000000000
776,4,74809,10.169102150000000000000
777,4,43748,10.278338380000000000000
778,4,103470,15.89833180000000000000
779,4,83042,20.396924820000000000000
780,4,47567,8.9376038120000000000000
781,4,38268,11.706260590000000000000
782,4,143903,16.868660460000000000000
783,4,95644,18.828040880000000000000
784,4,61121,21.941929510000000000000
785,4,43201,25.965572370000000000000
786,4,221115,11.562608510000000000000
787,4,117030,11.045036150000000000000
788,4,81389,15.788758980000000000000
789,4,87717,26.064051060000000000000
790,4,29080,7.9980197480000000000000
791,4,18651,8.7133033090000000000000
792,1,4465986,16.017268290000000000000
793,1,2690113,16.0415620000000000000
794,1,63298,23.067532060000000000000
795,1,30239,18.964089960000000000000
796,1,150011,18.511854740000000000000
797,1,112477,23.634984410000000000000
798,1,13752,7.8091549740000000000000
799,1,6171,6.0584342910000000000000
800,1,16087,7.1254562210000000000000
