,Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
1,2005,1,Nacional,Mujeres,2690296,14843275,18.124679360000000000000
3,2005,1,Aguascalientes,Mujeres,28430,145656,19.518591750000000000000
5,2005,1,Baja California,Mujeres,103697,398911,25.995021450000000000000
7,2005,1,Baja California Sur,Mujeres,4103,75648,5.4238049920000000000000
9,2005,1,Campeche,Mujeres,17935,110090,16.291216280000000000000
11,2005,1,Coahuila,Mujeres,77974,334205,23.331188940000000000000
13,2005,1,Colima,Mujeres,9048,99062,9.1336738610000000000000
15,2005,1,Chiapas,Mujeres,46623,434000,10.742626730000000000000
17,2005,1,Chihuahua,Mujeres,121060,392731,30.825170410000000000000
19,2005,1,Ciudad de M xico,Mujeres,193570,1544438,12.533361650000000000000
21,2005,1,Durango,Mujeres,29268,183207,15.975372120000000000000
23,2005,1,Guanajuato,Mujeres,156216,731472,21.356388210000000000000
25,2005,1,Guerrero,Mujeres,69924,385423,18.142145120000000000000
27,2005,1,Hidalgo,Mujeres,60884,351209,17.335546640000000000000
29,2005,1,Jalisco,Mujeres,215901,1113674,19.386373390000000000000
31,2005,1,M xico,Mujeres,386015,1915955,20.147393860000000000000
33,2005,1,Michoac n,Mujeres,95769,581215,16.477379280000000000000
35,2005,1,Morelos,Mujeres,34987,269003,13.006174650000000000000
37,2005,1,Nayarit,Mujeres,16282,162279,10.033337650000000000000
39,2005,1,Nuevo Le n,Mujeres,115657,625562,18.488495150000000000000
41,2005,1,Oaxaca,Mujeres,137694,541540,25.426376630000000000000
43,2005,1,Puebla,Mujeres,188720,817134,23.095355230000000000000
45,2005,1,Quer taro,Mujeres,51415,242677,21.186597820000000000000
47,2005,1,Quintana Roo,Mujeres,10641,180543,5.8938867750000000000000
49,2005,1,San Luis Potos ,Mujeres,58284,328647,17.734529750000000000000
51,2005,1,Sinaloa,Mujeres,53206,399694,13.311683440000000000000
53,2005,1,Sonora,Mujeres,70042,348722,20.085340190000000000000
55,2005,1,Tabasco,Mujeres,13032,211048,6.1748986010000000000000
57,2005,1,Tamaulipas,Mujeres,101803,438534,23.214391590000000000000
59,2005,1,Tlaxcala,Mujeres,44308,138252,32.048722620000000000000
61,2005,1,Veracruz,Mujeres,98856,895337,11.041205710000000000000
63,2005,1,Yucat n,Mujeres,65218,285725,22.825444050000000000000
65,2005,1,Zacatecas,Mujeres,13734,161682,8.4944520730000000000000
67,2005,2,Nacional,Mujeres,2715510,15296986,17.751928390000000000000
69,2005,2,Aguascalientes,Mujeres,27850,149494,18.629510210000000000000
71,2005,2,Baja California,Mujeres,109288,409378,26.696109710000000000000
73,2005,2,Baja California Sur,Mujeres,4052,78803,5.1419362210000000000000
75,2005,2,Campeche,Mujeres,17831,114505,15.572245750000000000000
77,2005,2,Coahuila,Mujeres,73347,345095,21.254147410000000000000
79,2005,2,Colima,Mujeres,10828,103079,10.504564460000000000000
81,2005,2,Chiapas,Mujeres,59508,495849,12.001234250000000000000
83,2005,2,Chihuahua,Mujeres,119483,442409,27.007361970000000000000
85,2005,2,Ciudad de M xico,Mujeres,174367,1631018,10.69068520000000000000
87,2005,2,Durango,Mujeres,31148,185859,16.758940920000000000000
89,2005,2,Guanajuato,Mujeres,157011,710369,22.102738150000000000000
91,2005,2,Guerrero,Mujeres,72371,412335,17.551505450000000000000
93,2005,2,Hidalgo,Mujeres,64789,356295,18.184089030000000000000
95,2005,2,Jalisco,Mujeres,209698,1083908,19.34647590000000000000
97,2005,2,M xico,Mujeres,362438,1907713,18.998560060000000000000
99,2005,2,Michoac n,Mujeres,94871,630304,15.051625880000000000000
101,2005,2,Morelos,Mujeres,32680,265228,12.321474350000000000000
103,2005,2,Nayarit,Mujeres,16525,158359,10.435150510000000000000
105,2005,2,Nuevo Le n,Mujeres,118852,646879,18.373142430000000000000
107,2005,2,Oaxaca,Mujeres,135968,598144,22.73164990000000000000
109,2005,2,Puebla,Mujeres,190831,825016,23.130581710000000000000
111,2005,2,Quer taro,Mujeres,57421,253590,22.643243030000000000000
113,2005,2,Quintana Roo,Mujeres,13020,193371,6.7331709510000000000000
115,2005,2,San Luis Potos ,Mujeres,63812,344038,18.54795110000000000000
117,2005,2,Sinaloa,Mujeres,54790,427655,12.811729080000000000000
119,2005,2,Sonora,Mujeres,77039,354437,21.735597580000000000000
121,2005,2,Tabasco,Mujeres,10456,217651,4.8040211160000000000000
123,2005,2,Tamaulipas,Mujeres,111028,459382,24.168992250000000000000
125,2005,2,Tlaxcala,Mujeres,48142,144746,33.259641030000000000000
127,2005,2,Veracruz,Mujeres,108357,883852,12.25963170000000000000
129,2005,2,Yucat n,Mujeres,72367,300472,24.084440480000000000000
131,2005,2,Zacatecas,Mujeres,15342,167753,9.1455890510000000000000
133,2005,3,Nacional,Mujeres,2772116,15557223,17.818835660000000000000
135,2005,3,Aguascalientes,Mujeres,28398,148795,19.085318730000000000000
137,2005,3,Baja California,Mujeres,109074,418661,26.053059640000000000000
139,2005,3,Baja California Sur,Mujeres,4673,78788,5.931106260000000000000
141,2005,3,Campeche,Mujeres,18678,116137,16.082729880000000000000
143,2005,3,Coahuila,Mujeres,71230,327465,21.751942960000000000000
145,2005,3,Colima,Mujeres,10578,103167,10.253278660000000000000
147,2005,3,Chiapas,Mujeres,59348,502219,11.817155460000000000000
149,2005,3,Chihuahua,Mujeres,121649,459871,26.452853080000000000000
151,2005,3,Ciudad de M xico,Mujeres,167031,1609745,10.376239710000000000000
153,2005,3,Durango,Mujeres,33372,185771,17.964052520000000000000
155,2005,3,Guanajuato,Mujeres,152421,736208,20.7035240000000000000
157,2005,3,Guerrero,Mujeres,67750,463720,14.610109550000000000000
159,2005,3,Hidalgo,Mujeres,70600,396460,17.807597240000000000000
161,2005,3,Jalisco,Mujeres,229841,1123242,20.462286840000000000000
163,2005,3,M xico,Mujeres,381555,1978197,19.288018330000000000000
165,2005,3,Michoac n,Mujeres,108677,642263,16.920949830000000000000
167,2005,3,Morelos,Mujeres,34258,264957,12.929645190000000000000
169,2005,3,Nayarit,Mujeres,18341,155013,11.831910870000000000000
171,2005,3,Nuevo Le n,Mujeres,129821,656880,19.763274880000000000000
173,2005,3,Oaxaca,Mujeres,139552,585550,23.832635980000000000000
175,2005,3,Puebla,Mujeres,186885,860111,21.728009520000000000000
177,2005,3,Quer taro,Mujeres,56480,257581,21.927083130000000000000
179,2005,3,Quintana Roo,Mujeres,14435,192105,7.5141198820000000000000
181,2005,3,San Luis Potos ,Mujeres,60835,342883,17.742203610000000000000
183,2005,3,Sinaloa,Mujeres,48174,391922,12.291731520000000000000
185,2005,3,Sonora,Mujeres,71519,344719,20.747043240000000000000
187,2005,3,Tabasco,Mujeres,12992,230322,5.6407985340000000000000
189,2005,3,Tamaulipas,Mujeres,122705,443174,27.687770490000000000000
191,2005,3,Tlaxcala,Mujeres,47195,157256,30.011573490000000000000
193,2005,3,Veracruz,Mujeres,100976,903511,11.175956910000000000000
195,2005,3,Yucat n,Mujeres,73132,302596,24.168197860000000000000
197,2005,3,Zacatecas,Mujeres,19941,177934,11.206964380000000000000
199,2005,4,Nacional,Mujeres,2736286,15870315,17.241535530000000000000
201,2005,4,Aguascalientes,Mujeres,28233,154828,18.235073760000000000000
203,2005,4,Baja California,Mujeres,104667,441806,23.690714930000000000000
205,2005,4,Baja California Sur,Mujeres,4607,85853,5.3661491150000000000000
207,2005,4,Campeche,Mujeres,18830,116087,16.220593180000000000000
209,2005,4,Coahuila,Mujeres,63874,347840,18.363040480000000000000
211,2005,4,Colima,Mujeres,11762,107322,10.959542310000000000000
213,2005,4,Chiapas,Mujeres,61076,477561,12.789151540000000000000
215,2005,4,Chihuahua,Mujeres,109855,458574,23.955784670000000000000
217,2005,4,Ciudad de M xico,Mujeres,197823,1706546,11.5920110000000000000
219,2005,4,Durango,Mujeres,29600,183906,16.095179060000000000000
221,2005,4,Guanajuato,Mujeres,157248,766952,20.502978020000000000000
223,2005,4,Guerrero,Mujeres,67471,445551,15.143272040000000000000
225,2005,4,Hidalgo,Mujeres,65978,375441,17.573466940000000000000
227,2005,4,Jalisco,Mujeres,244634,1123047,21.783059840000000000000
229,2005,4,M xico,Mujeres,375161,2004152,18.719188960000000000000
231,2005,4,Michoac n,Mujeres,103171,665183,15.510167880000000000000
233,2005,4,Morelos,Mujeres,30711,263349,11.661711270000000000000
235,2005,4,Nayarit,Mujeres,16812,159261,10.556256710000000000000
237,2005,4,Nuevo Le n,Mujeres,125152,664894,18.822849960000000000000
239,2005,4,Oaxaca,Mujeres,117947,581207,20.293458270000000000000
241,2005,4,Puebla,Mujeres,181409,854602,21.227308150000000000000
243,2005,4,Quer taro,Mujeres,63147,264924,23.835892560000000000000
245,2005,4,Quintana Roo,Mujeres,12815,184293,6.9536010590000000000000
247,2005,4,San Luis Potos ,Mujeres,66075,350919,18.829131510000000000000
249,2005,4,Sinaloa,Mujeres,46534,427042,10.896820450000000000000
251,2005,4,Sonora,Mujeres,73128,346850,21.083465470000000000000
253,2005,4,Tabasco,Mujeres,12058,219024,5.5053327490000000000000
255,2005,4,Tamaulipas,Mujeres,113506,471856,24.055220240000000000000
257,2005,4,Tlaxcala,Mujeres,47984,165968,28.911597420000000000000
259,2005,4,Veracruz,Mujeres,91162,966076,9.436317640000000000000
261,2005,4,Yucat n,Mujeres,74834,302926,24.703723020000000000000
263,2005,4,Zacatecas,Mujeres,19022,186475,10.200831210000000000000
265,2006,1,Nacional,Mujeres,2741480,15826941,17.321603710000000000000
267,2006,1,Aguascalientes,Mujeres,25737,152027,16.929229680000000000000
269,2006,1,Baja California,Mujeres,105402,444228,23.727005050000000000000
271,2006,1,Baja California Sur,Mujeres,3559,81145,4.3859757220000000000000
273,2006,1,Campeche,Mujeres,17589,117296,14.995396260000000000000
275,2006,1,Coahuila,Mujeres,62721,346870,18.081990370000000000000
277,2006,1,Colima,Mujeres,9630,107006,8.9994953550000000000000
279,2006,1,Chiapas,Mujeres,48833,444480,10.986546080000000000000
281,2006,1,Chihuahua,Mujeres,116994,457033,25.598589160000000000000
283,2006,1,Ciudad de M xico,Mujeres,183158,1678037,10.915015580000000000000
285,2006,1,Durango,Mujeres,27295,181327,15.052915450000000000000
287,2006,1,Guanajuato,Mujeres,151429,731408,20.703765890000000000000
289,2006,1,Guerrero,Mujeres,72361,452425,15.994032160000000000000
291,2006,1,Hidalgo,Mujeres,66554,354015,18.799768370000000000000
293,2006,1,Jalisco,Mujeres,241456,1121207,21.535363230000000000000
295,2006,1,M xico,Mujeres,387498,2102981,18.426129380000000000000
297,2006,1,Michoac n,Mujeres,96450,625192,15.427260750000000000000
299,2006,1,Morelos,Mujeres,31059,266098,11.672015570000000000000
301,2006,1,Nayarit,Mujeres,15862,158653,9.9979199890000000000000
303,2006,1,Nuevo Le n,Mujeres,130752,671063,19.484310710000000000000
305,2006,1,Oaxaca,Mujeres,138882,603032,23.030618610000000000000
307,2006,1,Puebla,Mujeres,185213,841542,22.008764860000000000000
309,2006,1,Quer taro,Mujeres,58896,259080,22.732746640000000000000
311,2006,1,Quintana Roo,Mujeres,14522,196778,7.3798900280000000000000
313,2006,1,San Luis Potos ,Mujeres,68899,357825,19.254943060000000000000
315,2006,1,Sinaloa,Mujeres,47786,435445,10.974061020000000000000
317,2006,1,Sonora,Mujeres,79472,366912,21.659689520000000000000
319,2006,1,Tabasco,Mujeres,15516,235423,6.590689950000000000000
321,2006,1,Tamaulipas,Mujeres,106836,475523,22.467052070000000000000
323,2006,1,Tlaxcala,Mujeres,42078,150054,28.041904910000000000000
325,2006,1,Veracruz,Mujeres,98171,941145,10.431017540000000000000
327,2006,1,Yucat n,Mujeres,72988,295817,24.673362250000000000000
329,2006,1,Zacatecas,Mujeres,17882,175874,10.167506280000000000000
331,2006,2,Nacional,Mujeres,2775340,16007764,17.3374620000000000000
333,2006,2,Aguascalientes,Mujeres,26985,152984,17.639099510000000000000
335,2006,2,Baja California,Mujeres,117516,478808,24.543449570000000000000
337,2006,2,Baja California Sur,Mujeres,3483,81036,4.2980897380000000000000
339,2006,2,Campeche,Mujeres,16538,115759,14.286578150000000000000
341,2006,2,Coahuila,Mujeres,65202,366230,17.803566070000000000000
343,2006,2,Colima,Mujeres,9758,107637,9.0656558620000000000000
345,2006,2,Chiapas,Mujeres,56346,451017,12.493098930000000000000
347,2006,2,Chihuahua,Mujeres,127209,482622,26.3578950000000000000
349,2006,2,Ciudad de M xico,Mujeres,196893,1678373,11.731182520000000000000
351,2006,2,Durango,Mujeres,23853,184841,12.90460450000000000000
353,2006,2,Guanajuato,Mujeres,164434,764628,21.50509790000000000000
355,2006,2,Guerrero,Mujeres,75797,486866,15.56834940000000000000
357,2006,2,Hidalgo,Mujeres,70156,367784,19.075326820000000000000
359,2006,2,Jalisco,Mujeres,236572,1098836,21.52932740000000000000
361,2006,2,M xico,Mujeres,374941,2060317,18.198219010000000000000
363,2006,2,Michoac n,Mujeres,86981,668102,13.019119830000000000000
365,2006,2,Morelos,Mujeres,35037,270265,12.96394280000000000000
367,2006,2,Nayarit,Mujeres,16516,161898,10.201484890000000000000
369,2006,2,Nuevo Le n,Mujeres,122660,678516,18.077687190000000000000
371,2006,2,Oaxaca,Mujeres,114670,555839,20.630074540000000000000
373,2006,2,Puebla,Mujeres,178181,900094,19.795821330000000000000
375,2006,2,Quer taro,Mujeres,60404,264929,22.800070960000000000000
377,2006,2,Quintana Roo,Mujeres,15322,203023,7.5469281810000000000000
379,2006,2,San Luis Potos ,Mujeres,58335,342564,17.028934740000000000000
381,2006,2,Sinaloa,Mujeres,47490,428397,11.08551180000000000000
383,2006,2,Sonora,Mujeres,85213,379450,22.45697720000000000000
385,2006,2,Tabasco,Mujeres,17873,222155,8.0452836980000000000000
387,2006,2,Tamaulipas,Mujeres,120600,480523,25.097654010000000000000
389,2006,2,Tlaxcala,Mujeres,43812,159245,27.512323780000000000000
391,2006,2,Veracruz,Mujeres,107830,926079,11.643715060000000000000
393,2006,2,Yucat n,Mujeres,81107,306359,26.474495610000000000000
395,2006,2,Zacatecas,Mujeres,17626,182588,9.6534273880000000000000
397,2006,3,Nacional,Mujeres,2974192,16283505,18.265060260000000000000
399,2006,3,Aguascalientes,Mujeres,31130,156570,19.882480680000000000000
401,2006,3,Baja California,Mujeres,117364,463417,25.325786490000000000000
403,2006,3,Baja California Sur,Mujeres,4292,80239,5.3490198030000000000000
405,2006,3,Campeche,Mujeres,16472,114628,14.369961960000000000000
407,2006,3,Coahuila,Mujeres,72903,365499,19.94615580000000000000
409,2006,3,Colima,Mujeres,8803,106264,8.2840849210000000000000
411,2006,3,Chiapas,Mujeres,66208,455519,14.534629730000000000000
413,2006,3,Chihuahua,Mujeres,130216,494454,26.335311270000000000000
415,2006,3,Ciudad de M xico,Mujeres,216137,1713769,12.611793070000000000000
417,2006,3,Durango,Mujeres,25508,183108,13.930576490000000000000
419,2006,3,Guanajuato,Mujeres,184412,777974,23.704134070000000000000
421,2006,3,Guerrero,Mujeres,93631,499662,18.738867470000000000000
423,2006,3,Hidalgo,Mujeres,62580,346355,18.068167050000000000000
425,2006,3,Jalisco,Mujeres,252042,1116239,22.579573010000000000000
427,2006,3,M xico,Mujeres,422547,2157008,19.589496190000000000000
429,2006,3,Michoac n,Mujeres,81420,637279,12.776193790000000000000
431,2006,3,Morelos,Mujeres,33607,264617,12.700242240000000000000
433,2006,3,Nayarit,Mujeres,16167,159488,10.13681280000000000000
435,2006,3,Nuevo Le n,Mujeres,136750,698395,19.580609830000000000000
437,2006,3,Oaxaca,Mujeres,114609,601443,19.055671110000000000000
439,2006,3,Puebla,Mujeres,222038,910908,24.375458330000000000000
441,2006,3,Quer taro,Mujeres,61998,262403,23.627016460000000000000
443,2006,3,Quintana Roo,Mujeres,19187,211000,9.0933649290000000000000
445,2006,3,San Luis Potos ,Mujeres,61108,342741,17.829206310000000000000
447,2006,3,Sinaloa,Mujeres,55038,399851,13.764627320000000000000
449,2006,3,Sonora,Mujeres,78662,371507,21.173759850000000000000
451,2006,3,Tabasco,Mujeres,14922,232160,6.4274638180000000000000
453,2006,3,Tamaulipas,Mujeres,118622,499047,23.769705060000000000000
455,2006,3,Tlaxcala,Mujeres,45563,163259,27.908415460000000000000
457,2006,3,Veracruz,Mujeres,108255,971412,11.144087160000000000000
459,2006,3,Yucat n,Mujeres,84591,325046,26.024316560000000000000
461,2006,3,Zacatecas,Mujeres,17410,202244,8.6084135990000000000000
463,2006,4,Nacional,Mujeres,2900336,16443138,17.638579690000000000000
465,2006,4,Aguascalientes,Mujeres,33263,166918,19.927748950000000000000
467,2006,4,Baja California,Mujeres,110827,464398,23.864659190000000000000
469,2006,4,Baja California Sur,Mujeres,5652,85818,6.5860309030000000000000
471,2006,4,Campeche,Mujeres,15611,115251,13.54521870000000000000
473,2006,4,Coahuila,Mujeres,77993,376803,20.69861440000000000000
475,2006,4,Colima,Mujeres,8605,107793,7.9828931380000000000000
477,2006,4,Chiapas,Mujeres,64787,456709,14.185619290000000000000
479,2006,4,Chihuahua,Mujeres,122895,465674,26.390779820000000000000
481,2006,4,Ciudad de M xico,Mujeres,213104,1739562,12.250440050000000000000
483,2006,4,Durango,Mujeres,25569,197356,12.955775350000000000000
485,2006,4,Guanajuato,Mujeres,168581,753846,22.362790280000000000000
487,2006,4,Guerrero,Mujeres,73464,481584,15.254659620000000000000
489,2006,4,Hidalgo,Mujeres,58022,333293,17.408706450000000000000
491,2006,4,Jalisco,Mujeres,245269,1125459,21.792797430000000000000
493,2006,4,M xico,Mujeres,418440,2183389,19.164702210000000000000
495,2006,4,Michoac n,Mujeres,94479,652254,14.485001240000000000000
497,2006,4,Morelos,Mujeres,36745,280578,13.096180030000000000000
499,2006,4,Nayarit,Mujeres,14512,163429,8.8796969940000000000000
501,2006,4,Nuevo Le n,Mujeres,131866,694928,18.975490990000000000000
503,2006,4,Oaxaca,Mujeres,103840,579105,17.931117850000000000000
505,2006,4,Puebla,Mujeres,229557,907802,25.287122080000000000000
507,2006,4,Quer taro,Mujeres,60317,266918,22.597576780000000000000
509,2006,4,Quintana Roo,Mujeres,17619,208935,8.4327661710000000000000
511,2006,4,San Luis Potos ,Mujeres,63918,375832,17.007066990000000000000
513,2006,4,Sinaloa,Mujeres,49790,405846,12.268200250000000000000
515,2006,4,Sonora,Mujeres,78740,381098,20.66135220000000000000
517,2006,4,Tabasco,Mujeres,13853,244561,5.6644354580000000000000
519,2006,4,Tamaulipas,Mujeres,100878,500589,20.151861110000000000000
521,2006,4,Tlaxcala,Mujeres,47925,167891,28.545306180000000000000
523,2006,4,Veracruz,Mujeres,113710,1017684,11.173409430000000000000
525,2006,4,Yucat n,Mujeres,83642,323643,25.843908260000000000000
527,2006,4,Zacatecas,Mujeres,16863,218192,7.7285143360000000000000
529,2007,1,Nacional,Mujeres,2798066,16239553,17.229944690000000000000
531,2007,1,Aguascalientes,Mujeres,31485,162275,19.402249270000000000000
533,2007,1,Baja California,Mujeres,112553,450574,24.979914510000000000000
535,2007,1,Baja California Sur,Mujeres,6298,87290,7.2150303590000000000000
537,2007,1,Campeche,Mujeres,14502,114970,12.613725320000000000000
539,2007,1,Coahuila,Mujeres,70711,364714,19.388068460000000000000
541,2007,1,Colima,Mujeres,8002,108593,7.3687990940000000000000
543,2007,1,Chiapas,Mujeres,62521,459490,13.606607330000000000000
545,2007,1,Chihuahua,Mujeres,118215,476923,24.787020130000000000000
547,2007,1,Ciudad de M xico,Mujeres,204093,1725232,11.829887230000000000000
549,2007,1,Durango,Mujeres,27817,191692,14.511299380000000000000
551,2007,1,Guanajuato,Mujeres,159639,725927,21.99105420000000000000
553,2007,1,Guerrero,Mujeres,76590,465770,16.443738330000000000000
555,2007,1,Hidalgo,Mujeres,67130,358485,18.726027590000000000000
557,2007,1,Jalisco,Mujeres,218348,1121406,19.470914190000000000000
559,2007,1,M xico,Mujeres,410475,2129489,19.275751130000000000000
561,2007,1,Michoac n,Mujeres,86614,613004,14.129434720000000000000
563,2007,1,Morelos,Mujeres,33248,275264,12.078586380000000000000
565,2007,1,Nayarit,Mujeres,15257,163826,9.3129295720000000000000
567,2007,1,Nuevo Le n,Mujeres,132331,703408,18.812836930000000000000
569,2007,1,Oaxaca,Mujeres,101571,542913,18.708522360000000000000
571,2007,1,Puebla,Mujeres,202179,889758,22.722920160000000000000
573,2007,1,Quer taro,Mujeres,57489,269754,21.311639490000000000000
575,2007,1,Quintana Roo,Mujeres,15785,220851,7.147352740000000000000
577,2007,1,San Luis Potos ,Mujeres,57955,353862,16.377853510000000000000
579,2007,1,Sinaloa,Mujeres,42373,414363,10.226057830000000000000
581,2007,1,Sonora,Mujeres,74615,382886,19.48752370000000000000
583,2007,1,Tabasco,Mujeres,20020,269178,7.4374577420000000000000
585,2007,1,Tamaulipas,Mujeres,101217,486772,20.793513180000000000000
587,2007,1,Tlaxcala,Mujeres,44904,163863,27.403379650000000000000
589,2007,1,Veracruz,Mujeres,116977,1015201,11.522545780000000000000
591,2007,1,Yucat n,Mujeres,89112,331437,26.886557630000000000000
593,2007,1,Zacatecas,Mujeres,18040,200383,9.0027597150000000000000
595,2007,2,Nacional,Mujeres,2779458,16501458,16.843711630000000000000
597,2007,2,Aguascalientes,Mujeres,30635,163197,18.771791150000000000000
599,2007,2,Baja California,Mujeres,119689,486167,24.618906670000000000000
601,2007,2,Baja California Sur,Mujeres,4867,86069,5.6547653630000000000000
603,2007,2,Campeche,Mujeres,15002,114345,13.119944030000000000000
605,2007,2,Coahuila,Mujeres,75492,367466,20.543941480000000000000
607,2007,2,Colima,Mujeres,6982,105379,6.6256085180000000000000
609,2007,2,Chiapas,Mujeres,70981,479588,14.800412020000000000000
611,2007,2,Chihuahua,Mujeres,124172,473611,26.218141050000000000000
613,2007,2,Ciudad de M xico,Mujeres,188361,1679920,11.212498210000000000000
615,2007,2,Durango,Mujeres,26337,193258,13.627896390000000000000
617,2007,2,Guanajuato,Mujeres,175219,772825,22.672532590000000000000
619,2007,2,Guerrero,Mujeres,77563,494229,15.693737110000000000000
621,2007,2,Hidalgo,Mujeres,53903,341607,15.77924340000000000000
623,2007,2,Jalisco,Mujeres,199076,1164881,17.089814320000000000000
625,2007,2,M xico,Mujeres,388546,2097543,18.52386340000000000000
627,2007,2,Michoac n,Mujeres,89832,622683,14.42660230000000000000
629,2007,2,Morelos,Mujeres,34190,293705,11.640932230000000000000
631,2007,2,Nayarit,Mujeres,16830,167237,10.063562490000000000000
633,2007,2,Nuevo Le n,Mujeres,128346,714608,17.96033630000000000000
635,2007,2,Oaxaca,Mujeres,110229,589098,18.711487730000000000000
637,2007,2,Puebla,Mujeres,206724,932215,22.175571090000000000000
639,2007,2,Quer taro,Mujeres,59578,268947,22.152319970000000000000
641,2007,2,Quintana Roo,Mujeres,12839,221363,5.7999756060000000000000
643,2007,2,San Luis Potos ,Mujeres,55804,352624,15.825355050000000000000
645,2007,2,Sinaloa,Mujeres,47701,413364,11.539708340000000000000
647,2007,2,Sonora,Mujeres,75936,372962,20.360251180000000000000
649,2007,2,Tabasco,Mujeres,21977,267434,8.2177284860000000000000
651,2007,2,Tamaulipas,Mujeres,103801,529668,19.597370430000000000000
653,2007,2,Tlaxcala,Mujeres,46190,162894,28.355863320000000000000
655,2007,2,Veracruz,Mujeres,112243,1042245,10.769348860000000000000
657,2007,2,Yucat n,Mujeres,85482,329787,25.920366780000000000000
659,2007,2,Zacatecas,Mujeres,14931,200539,7.4454345540000000000000
661,2007,3,Nacional,Mujeres,2810278,16501525,17.030413860000000000000
663,2007,3,Aguascalientes,Mujeres,31963,161554,19.784715950000000000000
665,2007,3,Baja California,Mujeres,116416,463149,25.135755450000000000000
667,2007,3,Baja California Sur,Mujeres,4278,93712,4.5650503670000000000000
669,2007,3,Campeche,Mujeres,13920,109781,12.679789760000000000000
671,2007,3,Coahuila,Mujeres,72960,367030,19.878484050000000000000
673,2007,3,Colima,Mujeres,7958,109131,7.2921534670000000000000
675,2007,3,Chiapas,Mujeres,58908,474487,12.415092510000000000000
677,2007,3,Chihuahua,Mujeres,117586,457483,25.7028130000000000000
679,2007,3,Ciudad de M xico,Mujeres,194301,1700238,11.427870690000000000000
681,2007,3,Durango,Mujeres,26841,196392,13.667053650000000000000
683,2007,3,Guanajuato,Mujeres,171940,758250,22.675898450000000000000
685,2007,3,Guerrero,Mujeres,91428,524346,17.436578140000000000000
687,2007,3,Hidalgo,Mujeres,60084,381657,15.742931480000000000000
689,2007,3,Jalisco,Mujeres,202448,1182684,17.117674710000000000000
691,2007,3,M xico,Mujeres,397032,2051836,19.350084510000000000000
693,2007,3,Michoac n,Mujeres,77816,622119,12.508217880000000000000
695,2007,3,Morelos,Mujeres,28977,281470,10.294880450000000000000
697,2007,3,Nayarit,Mujeres,16092,163205,9.8599920350000000000000
699,2007,3,Nuevo Le n,Mujeres,129662,708820,18.29265540000000000000
701,2007,3,Oaxaca,Mujeres,109587,599459,18.280983350000000000000
703,2007,3,Puebla,Mujeres,205195,946966,21.668676590000000000000
705,2007,3,Quer taro,Mujeres,60652,268625,22.578687760000000000000
707,2007,3,Quintana Roo,Mujeres,16604,223469,7.4301133490000000000000
709,2007,3,San Luis Potos ,Mujeres,70253,382079,18.387035140000000000000
711,2007,3,Sinaloa,Mujeres,55438,411579,13.469589070000000000000
713,2007,3,Sonora,Mujeres,88374,388307,22.758796520000000000000
715,2007,3,Tabasco,Mujeres,20802,269791,7.7104128750000000000000
717,2007,3,Tamaulipas,Mujeres,104427,493155,21.175289720000000000000
719,2007,3,Tlaxcala,Mujeres,45787,169579,27.00039510000000000000
721,2007,3,Veracruz,Mujeres,111438,1012095,11.010626470000000000000
723,2007,3,Yucat n,Mujeres,84159,322033,26.133657110000000000000
725,2007,3,Zacatecas,Mujeres,16952,207044,8.1876316150000000000000
727,2007,4,Nacional,Mujeres,2871948,17158304,16.737947990000000000000
729,2007,4,Aguascalientes,Mujeres,31806,164071,19.385509930000000000000
731,2007,4,Baja California,Mujeres,124058,496906,24.966090170000000000000
733,2007,4,Baja California Sur,Mujeres,5501,100817,5.456421040000000000000
735,2007,4,Campeche,Mujeres,15728,116443,13.507037780000000000000
737,2007,4,Coahuila,Mujeres,67596,401016,16.856185290000000000000
739,2007,4,Colima,Mujeres,8032,112938,7.1118666880000000000000
741,2007,4,Chiapas,Mujeres,71461,521062,13.714490790000000000000
743,2007,4,Chihuahua,Mujeres,117846,482398,24.429205760000000000000
745,2007,4,Ciudad de M xico,Mujeres,214254,1743333,12.289906750000000000000
747,2007,4,Durango,Mujeres,31958,207178,15.4253830000000000000
749,2007,4,Guanajuato,Mujeres,191972,779770,24.619054340000000000000
751,2007,4,Guerrero,Mujeres,74162,540698,13.715974540000000000000
753,2007,4,Hidalgo,Mujeres,53549,389198,13.758806570000000000000
755,2007,4,Jalisco,Mujeres,192596,1197100,16.088547320000000000000
757,2007,4,M xico,Mujeres,403019,2145490,18.784473480000000000000
759,2007,4,Michoac n,Mujeres,71961,653067,11.018930680000000000000
761,2007,4,Morelos,Mujeres,29800,305818,9.7443577550000000000000
763,2007,4,Nayarit,Mujeres,18371,177413,10.354934530000000000000
765,2007,4,Nuevo Le n,Mujeres,128786,730785,17.622967080000000000000
767,2007,4,Oaxaca,Mujeres,116257,606897,19.155968810000000000000
769,2007,4,Puebla,Mujeres,227588,949958,23.957690760000000000000
771,2007,4,Quer taro,Mujeres,63481,280990,22.591907190000000000000
773,2007,4,Quintana Roo,Mujeres,16319,233865,6.9779573690000000000000
775,2007,4,San Luis Potos ,Mujeres,68546,376896,18.186979960000000000000
777,2007,4,Sinaloa,Mujeres,43748,425633,10.278338380000000000000
