Entidad_Federativa,Periodo,Trimestre,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
Sinaloa,2019,2,Mujeres,60602,528697,11.462520120000000000000
Sonora,2019,2,Mujeres,109538,563484,19.43941620000000000000
Tabasco,2019,2,Mujeres,35418,368872,9.6017046560000000000000
Tamaulipas,2019,2,Mujeres,142043,653955,21.720607690000000000000
Tlaxcala,2019,2,Mujeres,67814,246531,27.507291170000000000000
Veracruz,2019,2,Mujeres,115345,1195490,9.648345030000000000000
Yucat n,2019,2,Mujeres,85657,419984,20.395300770000000000000
Zacatecas,2019,2,Mujeres,36114,239400,15.085213030000000000000
Nacional,2019,3,Mujeres,3423722,21565060,15.876246110000000000000
Aguascalientes,2019,3,Mujeres,44918,213170,21.071445330000000000000
Baja California,2019,3,Mujeres,175920,687791,25.577537360000000000000
Baja California Sur,2019,3,Mujeres,13952,177371,7.8659983880000000000000
Campeche,2019,3,Mujeres,23018,165105,13.941431210000000000000
Coahuila,2019,3,Mujeres,135282,509647,26.544255140000000000000
Colima,2019,3,Mujeres,16806,163610,10.271988260000000000000
Chiapas,2019,3,Mujeres,70423,644717,10.923087180000000000000
Chihuahua,2019,3,Mujeres,199074,656199,30.337443370000000000000
Ciudad de M xico,2019,3,Mujeres,145138,1867837,7.770378250000000000000
Durango,2019,3,Mujeres,49236,293919,16.7515540000000000000
Guanajuato,2019,3,Mujeres,256416,1032226,24.841071630000000000000
Guerrero,2019,3,Mujeres,78381,607414,12.904048970000000000000
Hidalgo,2019,3,Mujeres,88209,527443,16.723892440000000000000
Jalisco,2019,3,Mujeres,238513,1511362,15.781328360000000000000
M xico,2019,3,Mujeres,397476,2984953,13.315988560000000000000
Michoac n,2019,3,Mujeres,101998,759699,13.426106920000000000000
Morelos,2019,3,Mujeres,33272,339791,9.7919014920000000000000
Nayarit,2019,3,Mujeres,25570,250992,10.18757570000000000000
Nuevo Le n,2019,3,Mujeres,157662,934496,16.871340270000000000000
Oaxaca,2019,3,Mujeres,173120,805551,21.490880160000000000000
Puebla,2019,3,Mujeres,177805,1148997,15.474801070000000000000
Quer taro,2019,3,Mujeres,65517,318866,20.546875490000000000000
Quintana Roo,2019,3,Mujeres,18374,310923,5.9095017090000000000000
San Luis Potos ,2019,3,Mujeres,89239,468420,19.051065280000000000000
Sinaloa,2019,3,Mujeres,60132,533521,11.270784090000000000000
Sonora,2019,3,Mujeres,115191,557817,20.65032080000000000000
Tabasco,2019,3,Mujeres,38037,358842,10.599929770000000000000
Tamaulipas,2019,3,Mujeres,139018,644069,21.584333360000000000000
Tlaxcala,2019,3,Mujeres,69569,247769,28.078169590000000000000
Veracruz,2019,3,Mujeres,108290,1171532,9.2434521630000000000000
Yucat n,2019,3,Mujeres,87369,429803,20.327685010000000000000
Zacatecas,2019,3,Mujeres,30797,241208,12.767818650000000000000
Nacional,2019,4,Mujeres,3441707,22032255,15.621219890000000000000
Aguascalientes,2019,4,Mujeres,45667,236771,19.287412730000000000000
Baja California,2019,4,Mujeres,178503,692169,25.788933050000000000000
Baja California Sur,2019,4,Mujeres,10589,177178,5.9764756350000000000000
Campeche,2019,4,Mujeres,26365,168668,15.631299360000000000000
Coahuila,2019,4,Mujeres,135319,506132,26.735910790000000000000
Colima,2019,4,Mujeres,15700,165168,9.5054732150000000000000
Chiapas,2019,4,Mujeres,65837,664077,9.9140611710000000000000
Chihuahua,2019,4,Mujeres,212239,684097,31.024693870000000000000
Ciudad de M xico,2019,4,Mujeres,167827,1911014,8.7820916020000000000000
Durango,2019,4,Mujeres,46711,296759,15.740381930000000000000
Guanajuato,2019,4,Mujeres,255745,1067462,23.958229890000000000000
Guerrero,2019,4,Mujeres,82765,598045,13.839259590000000000000
Hidalgo,2019,4,Mujeres,87976,523399,16.808591530000000000000
Jalisco,2019,4,Mujeres,246662,1492340,16.528539070000000000000
M xico,2019,4,Mujeres,424971,3095573,13.72834690000000000000
Michoac n,2019,4,Mujeres,76677,776359,9.8764875530000000000000
Morelos,2019,4,Mujeres,32683,345424,9.4617050350000000000000
Nayarit,2019,4,Mujeres,21459,252979,8.4825222650000000000000
Nuevo Le n,2019,4,Mujeres,162459,975972,16.645866890000000000000
Oaxaca,2019,4,Mujeres,176216,834349,21.120178730000000000000
Puebla,2019,4,Mujeres,163911,1136311,14.424836160000000000000
Quer taro,2019,4,Mujeres,67057,329878,20.327818160000000000000
Quintana Roo,2019,4,Mujeres,20547,328557,6.2537094020000000000000
San Luis Potos ,2019,4,Mujeres,85790,461750,18.579317810000000000000
Sinaloa,2019,4,Mujeres,57353,553418,10.363414270000000000000
Sonora,2019,4,Mujeres,108376,587614,18.443399920000000000000
Tabasco,2019,4,Mujeres,38484,367082,10.483761120000000000000
Tamaulipas,2019,4,Mujeres,141009,663662,21.247110730000000000000
Tlaxcala,2019,4,Mujeres,67338,243972,27.600708280000000000000
Veracruz,2019,4,Mujeres,102715,1217756,8.4347767530000000000000
Yucat n,2019,4,Mujeres,87571,431189,20.309191560000000000000
Zacatecas,2019,4,Mujeres,29186,247131,11.809930770000000000000
Nacional,2020,1,Mujeres,3440544,21782867,15.794725280000000000000
Aguascalientes,2020,1,Mujeres,51465,240465,21.402283080000000000000
Baja California,2020,1,Mujeres,170539,682590,24.984104660000000000000
Baja California Sur,2020,1,Mujeres,10475,161156,6.4999131280000000000000
Campeche,2020,1,Mujeres,19612,158090,12.405591750000000000000
Coahuila,2020,1,Mujeres,133828,503269,26.591743180000000000000
Colima,2020,1,Mujeres,14000,150738,9.2876381540000000000000
Chiapas,2020,1,Mujeres,63045,638334,9.8764909910000000000000
Chihuahua,2020,1,Mujeres,208749,660483,31.605506880000000000000
Ciudad de M xico,2020,1,Mujeres,181961,1973770,9.2189566160000000000000
Durango,2020,1,Mujeres,44065,290115,15.188804440000000000000
Guanajuato,2020,1,Mujeres,262258,1063511,24.659641510000000000000
Guerrero,2020,1,Mujeres,88852,600393,14.798973340000000000000
Hidalgo,2020,1,Mujeres,86359,525820,16.423681110000000000000
Jalisco,2020,1,Mujeres,244385,1511244,16.171114660000000000000
M xico,2020,1,Mujeres,397603,2834063,14.029434070000000000000
Michoac n,2020,1,Mujeres,86275,806302,10.700085080000000000000
Morelos,2020,1,Mujeres,34061,346821,9.8209162650000000000000
Nayarit,2020,1,Mujeres,21338,242376,8.8036769320000000000000
Nuevo Le n,2020,1,Mujeres,188832,1007925,18.734727290000000000000
Oaxaca,2020,1,Mujeres,165369,769004,21.504309470000000000000
Puebla,2020,1,Mujeres,169574,1157934,14.644530690000000000000
Quer taro,2020,1,Mujeres,81048,390153,20.77338890000000000000
Quintana Roo,2020,1,Mujeres,19170,344036,5.5720912930000000000000
San Luis Potos ,2020,1,Mujeres,83222,468571,17.760808930000000000000
Sinaloa,2020,1,Mujeres,54040,544767,9.9198372880000000000000
Sonora,2020,1,Mujeres,100923,536046,18.827302130000000000000
Tabasco,2020,1,Mujeres,40891,369493,11.066786110000000000000
Tamaulipas,2020,1,Mujeres,134061,627926,21.349808740000000000000
Tlaxcala,2020,1,Mujeres,64710,241288,26.818573650000000000000
Veracruz,2020,1,Mujeres,106167,1238821,8.5700032530000000000000
Yucat n,2020,1,Mujeres,85371,450986,18.929855920000000000000
Zacatecas,2020,1,Mujeres,28296,246377,11.484838280000000000000
Nacional,2020,2,Mujeres,2913505.332,17639863.33,16.51659810000000000000
Aguascalientes,2020,2,Mujeres,ND,ND,ND0000000000000
Baja California,2020,2,Mujeres,ND,ND,ND0000000000000
Baja California Sur,2020,2,Mujeres,ND,ND,ND0000000000000
Campeche,2020,2,Mujeres,ND,ND,ND0000000000000
Coahuila,2020,2,Mujeres,ND,ND,ND0000000000000
Colima,2020,2,Mujeres,ND,ND,ND0000000000000
Chiapas,2020,2,Mujeres,ND,ND,ND0000000000000
Chihuahua,2020,2,Mujeres,ND,ND,ND0000000000000
Ciudad de M xico,2020,2,Mujeres,ND,ND,ND0000000000000
Durango,2020,2,Mujeres,ND,ND,ND0000000000000
Guanajuato,2020,2,Mujeres,ND,ND,ND0000000000000
Guerrero,2020,2,Mujeres,ND,ND,ND0000000000000
Hidalgo,2020,2,Mujeres,ND,ND,ND0000000000000
Jalisco,2020,2,Mujeres,ND,ND,ND0000000000000
M xico,2020,2,Mujeres,ND,ND,ND0000000000000
Michoac n,2020,2,Mujeres,ND,ND,ND0000000000000
Morelos,2020,2,Mujeres,ND,ND,ND0000000000000
Nayarit,2020,2,Mujeres,ND,ND,ND0000000000000
Nuevo Le n,2020,2,Mujeres,ND,ND,ND0000000000000
Oaxaca,2020,2,Mujeres,ND,ND,ND0000000000000
Puebla,2020,2,Mujeres,ND,ND,ND0000000000000
Quer taro,2020,2,Mujeres,ND,ND,ND0000000000000
Quintana Roo,2020,2,Mujeres,ND,ND,ND0000000000000
San Luis Potos ,2020,2,Mujeres,ND,ND,ND0000000000000
Sinaloa,2020,2,Mujeres,ND,ND,ND0000000000000
Sonora,2020,2,Mujeres,ND,ND,ND0000000000000
Tabasco,2020,2,Mujeres,ND,ND,ND0000000000000
Tamaulipas,2020,2,Mujeres,ND,ND,ND0000000000000
Tlaxcala,2020,2,Mujeres,ND,ND,ND0000000000000
Veracruz,2020,2,Mujeres,ND,ND,ND0000000000000
Yucat n,2020,2,Mujeres,ND,ND,ND0000000000000
Zacatecas,2020,2,Mujeres,ND,ND,ND0000000000000
Nacional,2020,3,Mujeres,3176021,19190597,16.549881170000000000000
Aguascalientes,2020,3,Mujeres,38836,221810,17.50867860000000000000
Baja California,2020,3,Mujeres,178085,639674,27.839962230000000000000
Baja California Sur,2020,3,Mujeres,11520,133457,8.6319938260000000000000
Campeche,2020,3,Mujeres,15261,133692,11.415043530000000000000
Coahuila,2020,3,Mujeres,124890,484429,25.780867780000000000000
Colima,2020,3,Mujeres,12774,127752,9.999060680000000000000
Chiapas,2020,3,Mujeres,64433,546271,11.795061430000000000000
Chihuahua,2020,3,Mujeres,197857,640502,30.890926180000000000000
Ciudad de M xico,2020,3,Mujeres,151865,1576632,9.6322413850000000000000
Durango,2020,3,Mujeres,41187,281166,14.648641730000000000000
Guanajuato,2020,3,Mujeres,240612,964083,24.95760220000000000000
Guerrero,2020,3,Mujeres,43255,534911,8.0863919420000000000000
Hidalgo,2020,3,Mujeres,85128,444791,19.138876460000000000000
Jalisco,2020,3,Mujeres,218417,1383578,15.786388620000000000000
M xico,2020,3,Mujeres,388354,2395541,16.211536350000000000000
Michoac n,2020,3,Mujeres,60282,685439,8.7946556880000000000000
Morelos,2020,3,Mujeres,35777,327746,10.916075250000000000000
Nayarit,2020,3,Mujeres,11511,233328,4.9333984780000000000000
Nuevo Le n,2020,3,Mujeres,195192,950504,20.535631620000000000000
Oaxaca,2020,3,Mujeres,143029,728947,19.621316780000000000000
Puebla,2020,3,Mujeres,192880,1023305,18.848730340000000000000
Quer taro,2020,3,Mujeres,70933,353665,20.056550690000000000000
Quintana Roo,2020,3,Mujeres,13788,277693,4.9651953780000000000000
San Luis Potos ,2020,3,Mujeres,88412,429513,20.584243080000000000000
Sinaloa,2020,3,Mujeres,45459,445955,10.19362940000000000000
Sonora,2020,3,Mujeres,93700,438902,21.348729330000000000000
Tabasco,2020,3,Mujeres,21566,267884,8.050499470000000000000
Tamaulipas,2020,3,Mujeres,130744,567898,23.022444170000000000000
Tlaxcala,2020,3,Mujeres,54781,205698,26.631761130000000000000
Veracruz,2020,3,Mujeres,99955,1111957,8.9891065930000000000000
Yucat n,2020,3,Mujeres,73849,398348,18.538815310000000000000
Zacatecas,2020,3,Mujeres,31689,235526,13.454565530000000000000
Nacional,2020,4,Mujeres,3352630,20666815,16.222286790000000000000
Aguascalientes,2020,4,Mujeres,48791,235503,20.717782790000000000000
Baja California,2020,4,Mujeres,174098,654042,26.618779830000000000000
Baja California Sur,2020,4,Mujeres,11668,145513,8.018527550000000000000
Campeche,2020,4,Mujeres,11585,147217,7.869335740000000000000
Coahuila,2020,4,Mujeres,135165,505874,26.719103970000000000000
Colima,2020,4,Mujeres,14197,136181,10.425096010000000000000
Chiapas,2020,4,Mujeres,65180,593472,10.982826490000000000000
Chihuahua,2020,4,Mujeres,215377,641915,33.552261590000000000000
Ciudad de M xico,2020,4,Mujeres,152780,1732546,8.818236280000000000000
Durango,2020,4,Mujeres,44134,284913,15.490342670000000000000
Guanajuato,2020,4,Mujeres,251435,1046479,24.026760210000000000000
Guerrero,2020,4,Mujeres,68619,554831,12.367549760000000000000
Hidalgo,2020,4,Mujeres,96007,493112,19.469613390000000000000
Jalisco,2020,4,Mujeres,208977,1432807,14.58514650000000000000
M xico,2020,4,Mujeres,432576,2656423,16.284153540000000000000
Michoac n,2020,4,Mujeres,62132,709763,8.753907990000000000000
Morelos,2020,4,Mujeres,35002,343312,10.195390780000000000000
Nayarit,2020,4,Mujeres,27677,255716,10.823335260000000000000
Nuevo Le n,2020,4,Mujeres,203813,1000032,20.380647820000000000000
Oaxaca,2020,4,Mujeres,140124,777524,18.021823120000000000000
Puebla,2020,4,Mujeres,165981,1120054,14.819017650000000000000
Quer taro,2020,4,Mujeres,79461,394081,20.163621180000000000000
Quintana Roo,2020,4,Mujeres,14532,302166,4.809277020000000000000
San Luis Potos ,2020,4,Mujeres,95630,460064,20.786238440000000000000
Sinaloa,2020,4,Mujeres,52935,484877,10.917201680000000000000
Sonora,2020,4,Mujeres,101637,531834,19.110662350000000000000
Tabasco,2020,4,Mujeres,24149,305871,7.895158420000000000000
Tamaulipas,2020,4,Mujeres,150724,627054,24.036845310000000000000
Tlaxcala,2020,4,Mujeres,59895,228453,26.217646520000000000000
Veracruz,2020,4,Mujeres,90374,1187922,7.607738560000000000000
Yucat n,2020,4,Mujeres,87838,426234,20.607928980000000000000
Zacatecas,2020,4,Mujeres,30137,251030,12.005338010000000000000
Nacional,2021,1,Mujeres,3266812,20302109,16.090998230000000000000
Aguascalientes,2021,1,Mujeres,48719,235035,20.728402150000000000000
Baja California,2021,1,Mujeres,198927,665201,29.904795690000000000000
Baja California Sur,2021,1,Mujeres,15451,157493,9.8105947570000000000000
Campeche,2021,1,Mujeres,14991,158925,9.4327512980000000000000
Coahuila,2021,1,Mujeres,118330,509519,23.223864080000000000000
Colima,2021,1,Mujeres,15041,151435,9.9323141940000000000000
Chiapas,2021,1,Mujeres,71420,623719,11.450669290000000000000
Chihuahua,2021,1,Mujeres,207473,615485,33.708863740000000000000
Ciudad de M xico,2021,1,Mujeres,134138,1691499,7.9301258820000000000000
Durango,2021,1,Mujeres,46289,295678,15.6552060000000000000
Guanajuato,2021,1,Mujeres,236537,983717,24.045228450000000000000
Guerrero,2021,1,Mujeres,55271,550204,10.045546740000000000000
Hidalgo,2021,1,Mujeres,91694,481089,19.059675030000000000000
Jalisco,2021,1,Mujeres,215743,1469881,14.677582740000000000000
M xico,2021,1,Mujeres,326076,2495659,13.065727330000000000000
Michoac n,2021,1,Mujeres,87942,700920,12.546652970000000000000
Morelos,2021,1,Mujeres,30458,326755,9.321356980000000000000
Nayarit,2021,1,Mujeres,15125,245333,6.1650898980000000000000
Nuevo Le n,2021,1,Mujeres,216701,977876,22.160376160000000000000
Oaxaca,2021,1,Mujeres,135790,779042,17.430382440000000000000
Puebla,2021,1,Mujeres,165007,1035862,15.929438480000000000000
Quer taro,2021,1,Mujeres,72964,354855,20.561637850000000000000
Quintana Roo,2021,1,Mujeres,17165,314324,5.4609256690000000000000
San Luis Potos ,2021,1,Mujeres,112644,474656,23.731713070000000000000
Sinaloa,2021,1,Mujeres,53600,498803,10.745725270000000000000
Sonora,2021,1,Mujeres,109754,523660,20.959019210000000000000
Tabasco,2021,1,Mujeres,27530,327375,8.4093165330000000000000
Tamaulipas,2021,1,Mujeres,143052,602904,23.727160540000000000000
Tlaxcala,2021,1,Mujeres,59360,222910,26.629581450000000000000
Veracruz,2021,1,Mujeres,87444,1130648,7.7339720230000000000000
Yucat n,2021,1,Mujeres,102944,457081,22.522047510000000000000
Zacatecas,2021,1,Mujeres,33232,244566,13.588152070000000000000
Nacional,2021,2,Mujeres,3376043,21665358,15.582678120000000000000
Aguascalientes,2021,2,Mujeres,48091,245633,19.578395410000000000000
Baja California,2021,2,Mujeres,172058,690783,24.907677230000000000000
Baja California Sur,2021,2,Mujeres,12735,167822,7.588397230000000000000
Campeche,2021,2,Mujeres,16773,164524,10.194865190000000000000
Coahuila,2021,2,Mujeres,129661,530787,24.428066250000000000000
Colima,2021,2,Mujeres,15059,157548,9.5583568180000000000000
Chiapas,2021,2,Mujeres,77586,678717,11.431274010000000000000
Chihuahua,2021,2,Mujeres,209284,644660,32.464244720000000000000
Ciudad de M xico,2021,2,Mujeres,151118,1772648,8.5249863480000000000000
Durango,2021,2,Mujeres,49149,309859,15.861730660000000000000
Guanajuato,2021,2,Mujeres,241631,1073672,22.505103980000000000000
Guerrero,2021,2,Mujeres,50383,607810,8.2892680280000000000000
Hidalgo,2021,2,Mujeres,91133,510694,17.844932580000000000000
Jalisco,2021,2,Mujeres,224400,1510818,14.852881020000000000000
M xico,2021,2,Mujeres,387925,2868904,13.521714220000000000000
Michoac n,2021,2,Mujeres,77462,764268,10.135449870000000000000
Morelos,2021,2,Mujeres,26649,327362,8.1405294440000000000000
Nayarit,2021,2,Mujeres,19471,226774,8.5860812970000000000000
Nuevo Le n,2021,2,Mujeres,225555,1051010,21.460785340000000000000
Oaxaca,2021,2,Mujeres,148183,758070,19.547403270000000000000
Puebla,2021,2,Mujeres,165521,1173697,14.102532430000000000000
Quer taro,2021,2,Mujeres,84802,392300,21.616619930000000000000
Quintana Roo,2021,2,Mujeres,15310,314762,4.8639924770000000000000
San Luis Potos ,2021,2,Mujeres,80293,487772,16.461174480000000000000
Sinaloa,2021,2,Mujeres,61969,509314,12.167150320000000000000
Sonora,2021,2,Mujeres,119929,554870,21.613891540000000000000
Tabasco,2021,2,Mujeres,31315,332013,9.4318595960000000000000
Tamaulipas,2021,2,Mujeres,148274,653412,22.692267670000000000000
Tlaxcala,2021,2,Mujeres,63953,244199,26.188886930000000000000
Veracruz,2021,2,Mujeres,112519,1211893,9.2845655520000000000000
Yucat n,2021,2,Mujeres,85939,479285,17.930667560000000000000
Zacatecas,2021,2,Mujeres,31913,249478,12.791909510000000000000
Nacional,2021,3,Mujeres,3522856,21835400,16.133691160000000000000
Aguascalientes,2021,3,Mujeres,53690,245871,21.836654180000000000000
Baja California,2021,3,Mujeres,188648,688166,27.413153220000000000000
Baja California Sur,2021,3,Mujeres,10083,165678,6.0859015680000000000000
Campeche,2021,3,Mujeres,15478,154303,10.03091320000000000000
Coahuila,2021,3,Mujeres,140394,539504,26.02279130000000000000
Colima,2021,3,Mujeres,13671,164391,8.3161486940000000000000
Chiapas,2021,3,Mujeres,62954,620083,10.152511840000000000000
Chihuahua,2021,3,Mujeres,214883,662774,32.421760660000000000000
Ciudad de M xico,2021,3,Mujeres,181842,1970545,9.228005450000000000000
Durango,2021,3,Mujeres,53354,316569,16.853829650000000000000
Guanajuato,2021,3,Mujeres,235128,1083775,21.695278080000000000000
Guerrero,2021,3,Mujeres,91799,583431,15.734337050000000000000
Hidalgo,2021,3,Mujeres,104437,552921,18.888231770000000000000
Jalisco,2021,3,Mujeres,251693,1490308,16.888656570000000000000
M xico,2021,3,Mujeres,372036,2889887,12.873721360000000000000
Michoac n,2021,3,Mujeres,87202,813399,10.720691810000000000000
Morelos,2021,3,Mujeres,30199,330510,9.1370911620000000000000
Nayarit,2021,3,Mujeres,19570,238561,8.2033526020000000000000
Nuevo Le n,2021,3,Mujeres,210363,1021720,20.589104650000000000000
Oaxaca,2021,3,Mujeres,133070,710915,18.718130860000000000000
Puebla,2021,3,Mujeres,188908,1163761,16.232542590000000000000
Quer taro,2021,3,Mujeres,85019,405415,20.970857020000000000000
Quintana Roo,2021,3,Mujeres,13787,327498,4.2097967010000000000000
San Luis Potos ,2021,3,Mujeres,99274,505911,19.622819030000000000000
Sinaloa,2021,3,Mujeres,72150,518560,13.913529770000000000000
Sonora,2021,3,Mujeres,125856,565382,22.260347870000000000000
Tabasco,2021,3,Mujeres,29390,340762,8.6247879750000000000000
Tamaulipas,2021,3,Mujeres,139388,644108,21.640470230000000000000
Tlaxcala,2021,3,Mujeres,65317,243921,26.77793220000000000000
Veracruz,2021,3,Mujeres,115123,1172087,9.8220524590000000000000
Yucat n,2021,3,Mujeres,81269,444683,18.275715510000000000000
Zacatecas,2021,3,Mujeres,36881,260001,14.184945440000000000000
Nacional,2021,4,Mujeres,3583702,22321951,16.054609210000000000000
Aguascalientes,2021,4,Mujeres,50875,252380,20.158094940000000000000
Baja California,2021,4,Mujeres,187028,703836,26.57266750000000000000
Baja California Sur,2021,4,Mujeres,9255,166622,5.5544886030000000000000
Campeche,2021,4,Mujeres,16207,157884,10.265131360000000000000
Coahuila,2021,4,Mujeres,138903,552104,25.158846880000000000000
Colima,2021,4,Mujeres,12681,166247,7.6278068180000000000000
Chiapas,2021,4,Mujeres,100812,709564,14.207597910000000000000
Chihuahua,2021,4,Mujeres,221225,675538,32.747972730000000000000
Ciudad de M xico,2021,4,Mujeres,168470,1982122,8.4994768230000000000000
Durango,2021,4,Mujeres,57450,317145,18.114742470000000000000
Guanajuato,2021,4,Mujeres,229763,1057021,21.736843450000000000000
Guerrero,2021,4,Mujeres,70838,575900,12.300399370000000000000
Hidalgo,2021,4,Mujeres,100253,565987,17.7129510000000000000
Jalisco,2021,4,Mujeres,272988,1525920,17.890059770000000000000
M xico,2021,4,Mujeres,409227,2996155,13.658405520000000000000
Michoac n,2021,4,Mujeres,67626,805822,8.392175940000000000000
Morelos,2021,4,Mujeres,34171,337105,10.136604320000000000000
Nayarit,2021,4,Mujeres,24521,243607,10.065802710000000000000
Nuevo Le n,2021,4,Mujeres,205099,1059373,19.360414130000000000000
Oaxaca,2021,4,Mujeres,134923,759508,17.764526510000000000000
Puebla,2021,4,Mujeres,203202,1207987,16.821538640000000000000
Quer taro,2021,4,Mujeres,83436,403449,20.680680830000000000000
Quintana Roo,2021,4,Mujeres,16384,346470,4.7288365520000000000000
San Luis Potos ,2021,4,Mujeres,101422,516339,19.642521680000000000000
Sinaloa,2021,4,Mujeres,63827,515768,12.375137660000000000000
Sonora,2021,4,Mujeres,126574,582521,21.728658710000000000000
Tabasco,2021,4,Mujeres,29586,339762,8.7078602080000000000000
Tamaulipas,2021,4,Mujeres,148827,656539,22.668417260000000000000
Tlaxcala,2021,4,Mujeres,65627,245157,26.769376360000000000000
Veracruz,2021,4,Mujeres,106314,1151409,9.2333827510000000000000
Yucat n,2021,4,Mujeres,90001,476803,18.875929890000000000000
Zacatecas,2021,4,Mujeres,36187,269907,13.407210630000000000000
Nacional,2022,1,Mujeres,3564843,22081189,16.144252920000000000000
Aguascalientes,2022,1,Mujeres,48122,245441,19.606341240000000000000
Baja California,2022,1,Mujeres,182245,707841,25.746601280000000000000
Baja California Sur,2022,1,Mujeres,10818,172527,6.2703229060000000000000
Campeche,2022,1,Mujeres,16887,158618,10.64633270000000000000
Coahuila,2022,1,Mujeres,136843,545222,25.09858370000000000000
Colima,2022,1,Mujeres,10856,158110,6.8661058760000000000000
Chiapas,2022,1,Mujeres,87455,641490,13.633104180000000000000
Chihuahua,2022,1,Mujeres,224099,648005,34.582912170000000000000
Ciudad de M xico,2022,1,Mujeres,175899,1946624,9.0361055860000000000000
Durango,2022,1,Mujeres,55750,309916,17.988745340000000000000
Guanajuato,2022,1,Mujeres,235246,1062668,22.13729970000000000000
Guerrero,2022,1,Mujeres,70182,532676,13.175363640000000000000
Hidalgo,2022,1,Mujeres,101916,559231,18.22431160000000000000
Jalisco,2022,1,Mujeres,282124,1555679,18.135103710000000000000
M xico,2022,1,Mujeres,391107,2987010,13.093595270000000000000
Michoac n,2022,1,Mujeres,87006,840426,10.352606890000000000000
Morelos,2022,1,Mujeres,35082,336469,10.426517750000000000000
Nayarit,2022,1,Mujeres,20229,245361,8.2445865480000000000000
Nuevo Le n,2022,1,Mujeres,212308,1034214,20.528439960000000000000
Oaxaca,2022,1,Mujeres,137213,805721,17.029840350000000000000
Puebla,2022,1,Mujeres,179545,1151959,15.586058180000000000000
Quer taro,2022,1,Mujeres,84946,396400,21.429364280000000000000
Quintana Roo,2022,1,Mujeres,17556,350473,5.0092303830000000000000
San Luis Potos ,2022,1,Mujeres,115655,490579,23.575203990000000000000
Sinaloa,2022,1,Mujeres,52651,506835,10.38819340000000000000
Sonora,2022,1,Mujeres,120735,549549,21.969833450000000000000
Tabasco,2022,1,Mujeres,29753,350785,8.4818336020000000000000
Tamaulipas,2022,1,Mujeres,148943,624871,23.835799710000000000000
Tlaxcala,2022,1,Mujeres,63801,241052,26.46773310000000000000
Veracruz,2022,1,Mujeres,107640,1190733,9.0398099320000000000000
Yucat n,2022,1,Mujeres,82759,478943,17.279509250000000000000
Zacatecas,2022,1,Mujeres,39472,255761,15.43315830000000000000
